model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize,car_age,usage_category,price_tier,annual_mileage,liquidity_score,as_bargin
 X3,2019,37898,Semi-Auto,9781,Diesel,145,48.7,3.0,7,В хорошем состоянии,Люкс,1397.3,77.4,False
 X5,2016,34498,Automatic,17303,Hybrid,0,85.6,2.0,10,Высокое использование,Люкс,1730.3,67.2,False
 1 Series,2016,17998,Manual,25334,Petrol,300,35.3,3.0,10,Высокое использование,Средний класс,2533.4,65.9,False
 3 Series,2016,18498,Semi-Auto,36501,Diesel,145,53.3,3.0,10,Высокое использование,Средний класс,3650.1,64.2,False
 2 Series,2019,23998,Semi-Auto,2318,Petrol,145,47.9,2.0,7,В хорошем состоянии,Премиум,331.1,78.6,False
 X1,2017,21498,Semi-Auto,14418,Diesel,145,55.4,2.0,9,Высокое использование,Премиум,1602.0,70.7,False
 X1,2017,18500,Semi-Auto,12160,Diesel,145,65.7,2.0,9,Высокое использование,Средний класс,1351.1,71.1,False
 X3,2018,31000,Semi-Auto,20290,Diesel,145,48.7,3.0,8,Высокое использование,Люкс,2536.2,72.8,False
 X1,2016,19500,Semi-Auto,13690,Diesel,125,57.6,2.0,10,Высокое использование,Средний класс,1369.0,67.8,False
 X5,2017,34000,Automatic,22158,Diesel,205,47.1,3.0,9,Высокое использование,Люкс,2462.0,69.5,False
 X5,2015,28000,Automatic,36174,Diesel,205,47.1,3.0,11,Высокое использование,Люкс,3288.5,61.2,False
 3 Series,2018,22000,Semi-Auto,30000,Diesel,150,53.3,3.0,8,Высокое использование,Премиум,3750.0,71.2,False
 1 Series,2016,16000,Manual,40125,Petrol,305,35.3,3.0,10,Высокое использование,Средний класс,4012.5,63.6,False
 3 Series,2017,18000,Manual,20087,Petrol,165,44.8,2.0,9,Высокое использование,Средний класс,2231.9,69.8,False
 X7,2020,78000,Semi-Auto,5000,Diesel,150,31.4,3.0,6,В хорошем состоянии,Люкс,833.3,81.2,False
 3 Series,2018,22500,Semi-Auto,11150,Petrol,145,48.7,2.0,8,Высокое использование,Премиум,1393.8,74.2,False
 1 Series,2018,15500,Manual,5827,Petrol,145,37.7,1.5,8,Высокое использование,Средний класс,728.4,75.1,False
 4 Series,2019,29000,Semi-Auto,14000,Diesel,145,50.4,3.0,7,В хорошем состоянии,Люкс,2000.0,76.8,False
 4 Series,2019,24700,Semi-Auto,5196,Diesel,145,65.7,2.0,7,В хорошем состоянии,Премиум,742.3,78.2,False
 2 Series,2019,24000,Semi-Auto,2500,Petrol,145,39.2,1.5,7,В хорошем состоянии,Премиум,357.1,78.6,False
 1 Series,2018,16000,Manual,7000,Diesel,145,50.4,1.5,8,Высокое использование,Средний класс,875.0,74.9,False
 X3,2019,56000,Semi-Auto,26,Petrol,145,24.8,3.0,7,В хорошем состоянии,Люкс,3.7,79.0,False
 1 Series,2019,32000,Semi-Auto,4493,Petrol,145,34.5,2.0,7,В хорошем состоянии,Люкс,641.9,78.3,False
 X1,2018,20000,Semi-Auto,10545,Diesel,145,60.1,2.0,8,Высокое использование,Средний класс,1318.1,74.3,False
 X1,2017,22000,Semi-Auto,16500,Petrol,145,44.8,2.0,9,Высокое использование,Премиум,1833.3,70.4,False
 3 Series,2016,16998,Semi-Auto,43695,Hybrid,0,134.5,2.0,10,Высокое использование,Средний класс,4369.5,63.0,False
 X3,2015,17498,Semi-Auto,48867,Diesel,145,54.3,2.0,11,Высокое использование,Средний класс,4442.5,59.2,False
 1 Series,2017,15798,Semi-Auto,23157,Petrol,145,54.3,1.5,9,Высокое использование,Средний класс,2573.0,69.3,False
 X1,2016,18998,Semi-Auto,30434,Diesel,125,57.6,2.0,10,Высокое использование,Средний класс,3043.4,65.1,False
 3 Series,2015,20000,Semi-Auto,39700,Diesel,160,50.4,3.0,11,Высокое использование,Средний класс,3609.1,60.6,False
 5 Series,2019,28000,Semi-Auto,5739,Diesel,145,62.8,2.0,7,В хорошем состоянии,Люкс,819.9,78.1,False
 X5,2017,41500,Automatic,18000,Diesel,145,42.8,3.0,9,Высокое использование,Люкс,2000.0,70.1,False
 1 Series,2018,16000,Semi-Auto,24275,Diesel,145,68.9,1.5,8,Высокое использование,Средний класс,3034.4,72.1,False
 4 Series,2017,20800,Semi-Auto,14774,Diesel,125,58.9,2.0,9,Высокое использование,Премиум,1641.6,70.6,False
 3 Series,2018,20500,Semi-Auto,12133,Petrol,145,48.7,2.0,8,Высокое использование,Премиум,1516.6,74.1,False
 1 Series,2017,15500,Manual,15645,Petrol,125,52.3,1.5,9,Высокое использование,Средний класс,1738.3,70.5,False
 X4,2016,25000,Semi-Auto,25085,Diesel,200,47.9,3.0,10,Высокое использование,Премиум,2508.5,66.0,False
 1 Series,2017,21500,Semi-Auto,19486,Petrol,145,39.8,3.0,9,Высокое использование,Премиум,2165.1,69.9,False
 X2,2019,30000,Semi-Auto,5431,Diesel,145,48.7,2.0,7,В хорошем состоянии,Люкс,775.9,78.1,False
 7 Series,2020,53000,Semi-Auto,6555,Diesel,145,42.2,3.0,6,В хорошем состоянии,Люкс,1092.5,81.0,False
 3 Series,2014,14000,Semi-Auto,73923,Diesel,160,52.3,3.0,12,Высокое использование,Бюджетные,6160.2,52.2,False
 1 Series,2018,25990,Semi-Auto,6500,Petrol,150,32.5,3.0,8,Высокое использование,Премиум,812.5,75.0,False
 X4,2018,32000,Semi-Auto,10920,Diesel,150,42.8,2.0,8,Высокое использование,Люкс,1365.0,74.3,False
 3 Series,2019,24300,Semi-Auto,8000,Petrol,150,44.8,2.0,7,В хорошем состоянии,Премиум,1142.9,77.7,False
 5 Series,2019,33000,Semi-Auto,12250,Diesel,150,53.3,3.0,7,В хорошем состоянии,Люкс,1750.0,77.0,False
 X3,2016,20500,Semi-Auto,37000,Diesel,145,54.3,2.0,10,Высокое использование,Премиум,3700.0,64.1,False
 3 Series,2016,19000,Semi-Auto,40500,Diesel,145,53.3,3.0,10,Высокое использование,Средний класс,4050.0,63.5,False
 3 Series,2017,18000,Semi-Auto,33000,Diesel,145,60.1,2.0,9,Высокое использование,Средний класс,3666.7,67.7,False
 M4,2020,51000,Semi-Auto,2000,Petrol,145,32.5,3.0,6,В хорошем состоянии,Люкс,333.3,81.7,False
 X3,2015,16500,Semi-Auto,48000,Diesel,145,54.3,2.0,11,Высокое использование,Средний класс,4363.6,59.3,False
 4 Series,2017,19800,Manual,17410,Petrol,150,40.9,2.0,9,Высокое использование,Средний класс,1934.4,70.2,False
 1 Series,2017,13500,Manual,25975,Petrol,145,53.3,1.5,9,Высокое использование,Бюджетные,2886.1,68.8,False
 1 Series,2019,18500,Semi-Auto,12054,Petrol,150,54.3,1.5,7,В хорошем состоянии,Средний класс,1722.0,77.1,False
 1 Series,2014,9300,Manual,51203,Diesel,30,65.7,2.0,12,Высокое использование,Бюджетные,4266.9,55.8,True
 X5,2019,50000,Semi-Auto,5145,Diesel,150,37.7,3.0,7,В хорошем состоянии,Люкс,735.0,78.2,False
 1 Series,2017,11800,Manual,23274,Diesel,20,72.4,1.5,9,Высокое использование,Бюджетные,2586.0,69.3,True
 4 Series,2018,22000,Semi-Auto,10948,Diesel,145,60.1,2.0,8,Высокое использование,Премиум,1368.5,74.2,False
 2 Series,2019,27500,Semi-Auto,7000,Petrol,145,38.2,3.0,7,В хорошем состоянии,Премиум,1000.0,77.9,False
 5 Series,2019,28000,Semi-Auto,16000,Diesel,145,60.1,3.0,7,В хорошем состоянии,Люкс,2285.7,76.4,False
 2 Series,2020,29000,Manual,5550,Petrol,145,43.5,1.5,6,В хорошем состоянии,Люкс,925.0,81.1,False
 3 Series,2014,16800,Semi-Auto,50687,Diesel,160,52.3,3.0,12,Высокое использование,Средний класс,4223.9,55.9,False
 3 Series,2013,15500,Semi-Auto,46500,Diesel,150,55.4,3.0,13,Высокое использование,Средний класс,3576.9,53.6,False
 X1,2016,19300,Semi-Auto,25300,Diesel,125,60.1,2.0,10,Высокое использование,Средний класс,2530.0,66.0,False
 1 Series,2017,16998,Semi-Auto,12458,Diesel,30,62.8,2.0,9,Высокое использование,Средний класс,1384.2,71.0,False
 1 Series,2017,21498,Semi-Auto,21200,Petrol,200,39.8,3.0,9,Высокое использование,Премиум,2355.6,69.6,False
 4 Series,2016,18998,Semi-Auto,20151,Diesel,145,53.3,3.0,10,Высокое использование,Средний класс,2015.1,66.8,False
 X1,2017,18498,Manual,13278,Diesel,125,58.9,2.0,9,Высокое использование,Средний класс,1475.3,70.9,False
 5 Series,2019,27000,Semi-Auto,9000,Petrol,145,48.7,2.0,7,В хорошем состоянии,Премиум,1285.7,77.6,False
 2 Series,2018,18000,Semi-Auto,13174,Diesel,145,49.6,2.0,8,Высокое использование,Средний класс,1646.8,73.9,False
 7 Series,2016,26000,Semi-Auto,39085,Diesel,145,54.3,3.0,10,Высокое использование,Премиум,3908.5,63.7,False
 3 Series,2017,25500,Semi-Auto,14834,Diesel,145,51.4,3.0,9,Высокое использование,Премиум,1648.2,70.6,False
 3 Series,2016,18000,Semi-Auto,15088,Diesel,145,55.4,3.0,10,Высокое использование,Средний класс,1508.8,67.6,False
 1 Series,2017,16800,Semi-Auto,16761,Diesel,145,67.3,2.0,9,Высокое использование,Средний класс,1862.3,70.3,False
 3 Series,2018,21300,Semi-Auto,18564,Diesel,145,60.1,2.0,8,Высокое использование,Премиум,2320.5,73.0,False
 X2,2019,29000,Semi-Auto,1418,Petrol,145,36.2,2.0,7,В хорошем состоянии,Люкс,202.6,78.8,False
 3 Series,2019,34000,Semi-Auto,5525,Diesel,145,50.4,2.0,7,В хорошем состоянии,Люкс,789.3,78.1,False
 3 Series,2017,24000,Semi-Auto,15338,Diesel,145,49.6,3.0,9,Высокое использование,Премиум,1704.2,70.5,False
 3 Series,2013,14990,Semi-Auto,35500,Diesel,145,55.4,2.0,13,Высокое использование,Средний класс,2730.8,55.3,False
 5 Series,2017,30000,Semi-Auto,11086,Diesel,145,53.3,3.0,9,Высокое использование,Люкс,1231.8,71.2,False
 1 Series,2018,15800,Semi-Auto,11132,Petrol,145,55.5,1.5,8,Высокое использование,Средний класс,1391.5,74.2,False
 1 Series,2018,16500,Semi-Auto,7656,Petrol,145,37.2,1.5,8,Высокое использование,Средний класс,957.0,74.8,False
 X3,2015,19500,Semi-Auto,41567,Diesel,145,54.3,2.0,11,Высокое использование,Средний класс,3778.8,60.3,False
 5 Series,2019,40000,Semi-Auto,1034,Petrol,145,39.2,3.0,7,В хорошем состоянии,Люкс,147.7,78.8,False
 1 Series,2017,21800,Semi-Auto,20294,Petrol,200,39.8,3.0,9,Высокое использование,Премиум,2254.9,69.8,False
 3 Series,2017,20998,Semi-Auto,30422,Diesel,145,51.4,3.0,9,Высокое использование,Премиум,3380.2,68.1,False
 3 Series,2017,19698,Semi-Auto,20313,Diesel,145,56.5,3.0,9,Высокое использование,Средний класс,2257.0,69.7,False
 3 Series,2016,21498,Semi-Auto,28775,Diesel,160,51.4,3.0,10,Высокое использование,Премиум,2877.5,65.4,False
 3 Series,2015,17200,Semi-Auto,6147,Petrol,145,47.9,2.0,11,Высокое использование,Средний класс,558.8,66.0,False
 X5,2013,24000,Automatic,45150,Diesel,200,45.6,3.0,13,Высокое использование,Премиум,3473.1,53.8,False
 1 Series,2019,26000,Manual,2073,Diesel,145,57.7,1.5,7,В хорошем состоянии,Премиум,296.1,78.7,False
 4 Series,2020,27000,Semi-Auto,25,Petrol,145,48.7,2.0,6,В хорошем состоянии,Премиум,4.2,82.0,False
 4 Series,2020,27500,Semi-Auto,25,Diesel,145,60.1,2.0,6,В хорошем состоянии,Премиум,4.2,82.0,False
 X5,2019,52000,Semi-Auto,6500,Diesel,145,37.7,3.0,7,В хорошем состоянии,Люкс,928.6,78.0,False
 4 Series,2019,32000,Semi-Auto,4025,Diesel,145,50.4,3.0,7,В хорошем состоянии,Люкс,575.0,78.4,False
 2 Series,2015,10498,Manual,27221,Diesel,0,74.3,1.5,11,Высокое использование,Бюджетные,2474.6,62.6,True
 3 Series,2013,9985,Manual,75561,Diesel,20,68.9,2.0,13,Высокое использование,Бюджетные,5812.4,48.9,False
 X4,2015,19485,Manual,53755,Diesel,160,52.3,2.0,11,Высокое использование,Средний класс,4886.8,58.4,False
 3 Series,2013,9965,Semi-Auto,95043,Diesel,30,62.8,2.0,13,Высокое использование,Бюджетные,7311.0,45.8,False
 X1,2014,10985,Semi-Auto,56952,Diesel,160,52.3,2.0,12,Высокое использование,Бюджетные,4746.0,54.9,False
 1 Series,2017,13489,Semi-Auto,59066,Diesel,20,72.4,1.5,9,Высокое использование,Бюджетные,6562.9,63.5,False
 3 Series,2016,13994,Semi-Auto,46889,Diesel,30,67.3,2.0,10,Высокое использование,Бюджетные,4688.9,62.5,False
 5 Series,2019,35950,Semi-Auto,5137,Diesel,145,51.4,3.0,7,В хорошем состоянии,Люкс,733.9,78.2,False
 4 Series,2019,25490,Semi-Auto,8794,Diesel,145,60.1,2.0,7,В хорошем состоянии,Премиум,1256.3,77.6,False
 5 Series,2019,34900,Semi-Auto,9854,Diesel,145,53.3,3.0,7,В хорошем состоянии,Люкс,1407.7,77.4,False
 7 Series,2018,42000,Semi-Auto,7123,Diesel,145,52.3,3.0,8,Высокое использование,Люкс,890.4,74.9,False
 1 Series,2014,12000,Manual,41500,Diesel,125,57.6,2.0,12,Высокое использование,Бюджетные,3458.3,57.4,False
 1 Series,2016,14000,Manual,24678,Diesel,30,65.7,2.0,10,Высокое использование,Бюджетные,2467.8,66.1,False
 M4,2019,48000,Semi-Auto,2258,Petrol,145,34.0,3.0,7,В хорошем состоянии,Люкс,322.6,78.6,False
